claim_id,food_id,receiver_id,status,timestamp,claim_date,claim_time,weekday
59,797,371,Cancelled,2025-02-03 23:28:00,2025-02-03,23:28:00,Monday
60,390,391,Pending,2025-03-16 15:03:00,2025-03-16,15:03:00,Sunday
61,990,550,Cancelled,2025-08-03 21:06:00,2025-08-03,21:06:00,Sunday
62,258,678,Pending,2025-03-17 14:07:00,2025-03-17,14:07:00,Monday
63,119,279,Pending,2025-08-03 21:30:00,2025-08-03,21:30:00,Sunday
64,771,90,Completed,2025-03-17 13:38:00,2025-03-17,13:38:00,Monday
65,424,532,Cancelled,2025-03-15 15:00:00,2025-03-15,15:00:00,Saturday
66,310,730,Cancelled,2025-11-03 19:22:00,2025-11-03,19:22:00,Monday
67,486,817,Completed,2025-03-17 17:22:00,2025-03-17,17:22:00,Monday
68,526,321,Pending,2025-02-03 04:49:00,2025-02-03,04:49:00,Monday
69,321,45,Completed,2025-10-03 06:15:00,2025-10-03,06:15:00,Friday
70,203,479,Completed,2025-03-19 15:41:00,2025-03-19,15:41:00,Wednesday
71,538,897,Cancelled,2025-02-03 15:34:00,2025-02-03,15:34:00,Monday
72,851,44,Completed,2025-04-03 10:49:00,2025-04-03,10:49:00,Thursday
73,708,222,Pending,2025-05-03 23:42:00,2025-05-03,23:42:00,Saturday
74,487,62,Cancelled,2025-02-03 13:20:00,2025-02-03,13:20:00,Monday
75,909,161,Cancelled,2025-06-03 11:44:00,2025-06-03,11:44:00,Tuesday
76,877,185,Completed,2025-03-13 22:38:00,2025-03-13,22:38:00,Thursday
77,65,324,Completed,2025-04-03 22:57:00,2025-04-03,22:57:00,Thursday
78,504,151,Completed,2025-03-15 13:41:00,2025-03-15,13:41:00,Saturday
79,188,795,Cancelled,2025-03-03 01:13:00,2025-03-03,01:13:00,Monday
80,153,35,Pending,2025-03-21 01:58:00,2025-03-21,01:58:00,Friday
81,964,876,Completed,2025-03-03 09:13:00,2025-03-03,09:13:00,Monday
82,641,638,Pending,2025-09-03 13:21:00,2025-09-03,13:21:00,Wednesday
83,805,695,Completed,2025-03-18 19:37:00,2025-03-18,19:37:00,Tuesday
84,925,554,Pending,2025-09-03 02:10:00,2025-09-03,02:10:00,Wednesday
85,197,624,Completed,2025-01-03 09:52:00,2025-01-03,09:52:00,Friday
86,790,425,Cancelled,2025-02-03 09:25:00,2025-02-03,09:25:00,Monday
87,829,918,Completed,2025-03-13 10:50:00,2025-03-13,10:50:00,Thursday
88,233,310,Completed,2025-03-03 02:47:00,2025-03-03,02:47:00,Monday
89,912,632,Cancelled,2025-05-03 20:34:00,2025-05-03,20:34:00,Saturday
90,378,27,Completed,2025-04-03 16:53:00,2025-04-03,16:53:00,Thursday
91,251,373,Completed,2025-03-18 18:10:00,2025-03-18,18:10:00,Tuesday
92,136,65,Pending,2025-07-03 11:12:00,2025-07-03,11:12:00,Thursday
93,600,129,Pending,2025-03-16 11:30:00,2025-03-16,11:30:00,Sunday
94,505,523,Cancelled,2025-03-19 05:04:00,2025-03-19,05:04:00,Wednesday
95,673,352,Cancelled,2025-11-03 10:52:00,2025-11-03,10:52:00,Monday
96,937,500,Completed,2025-03-17 07:56:00,2025-03-17,07:56:00,Monday
97,381,802,Pending,2025-02-03 02:12:00,2025-02-03,02:12:00,Monday
98,741,116,Cancelled,2025-03-13 13:30:00,2025-03-13,13:30:00,Thursday
99,101,995,Completed,2025-01-03 02:21:00,2025-01-03,02:21:00,Friday
100,101,892,Pending,2025-03-19 19:11:00,2025-03-19,19:11:00,Wednesday
101,16,654,Cancelled,2025-07-03 02:19:00,2025-07-03,02:19:00,Thursday
102,110,772,Completed,2025-03-16 06:03:00,2025-03-16,06:03:00,Sunday
103,463,423,Completed,2025-07-03 12:06:00,2025-07-03,12:06:00,Thursday
104,882,52,Completed,2025-05-03 00:36:00,2025-05-03,00:36:00,Saturday
105,89,619,Completed,2025-03-15 23:07:00,2025-03-15,23:07:00,Saturday
106,674,589,Cancelled,2025-06-03 03:27:00,2025-06-03,03:27:00,Tuesday
107,374,467,Completed,2025-03-21 00:40:00,2025-03-21,00:40:00,Friday
108,786,909,Pending,2025-08-03 09:17:00,2025-08-03,09:17:00,Sunday
109,696,923,Pending,2025-03-15 16:28:00,2025-03-15,16:28:00,Saturday
110,469,196,Pending,2025-01-03 00:09:00,2025-01-03,00:09:00,Friday
111,214,723,Pending,2025-03-14 11:40:00,2025-03-14,11:40:00,Friday
112,984,970,Pending,2025-04-03 22:00:00,2025-04-03,22:00:00,Thursday
113,913,855,Pending,2025-01-03 23:11:00,2025-01-03,23:11:00,Friday
114,870,840,Completed,2025-06-03 10:36:00,2025-06-03,10:36:00,Tuesday
115,663,957,Pending,2025-05-03 00:19:00,2025-05-03,00:19:00,Saturday
116,162,908,Pending,2025-03-16 17:02:00,2025-03-16,17:02:00,Sunday
117,864,384,Pending,2025-10-03 01:30:00,2025-10-03,01:30:00,Friday
118,108,927,Cancelled,2025-07-03 04:56:00,2025-07-03,04:56:00,Thursday
119,56,75,Cancelled,2025-03-18 15:38:00,2025-03-18,15:38:00,Tuesday
120,233,101,Pending,2025-10-03 23:33:00,2025-10-03,23:33:00,Friday
121,460,560,Completed,2025-03-14 11:44:00,2025-03-14,11:44:00,Friday
122,160,292,Cancelled,2025-03-15 00:40:00,2025-03-15,00:40:00,Saturday
123,715,529,Completed,2025-03-20 13:50:00,2025-03-20,13:50:00,Thursday
124,252,303,Cancelled,2025-03-20 06:55:00,2025-03-20,06:55:00,Thursday
125,765,329,Pending,2025-03-18 21:40:00,2025-03-18,21:40:00,Tuesday
126,202,499,Completed,2025-11-03 16:19:00,2025-11-03,16:19:00,Monday
127,463,865,Completed,2025-12-03 16:00:00,2025-12-03,16:00:00,Wednesday
128,589,100,Cancelled,2025-10-03 19:29:00,2025-10-03,19:29:00,Friday
129,318,555,Pending,2025-03-03 15:50:00,2025-03-03,15:50:00,Monday
130,660,608,Cancelled,2025-03-13 08:51:00,2025-03-13,08:51:00,Thursday
131,640,184,Cancelled,2025-07-03 05:12:00,2025-07-03,05:12:00,Thursday
132,640,835,Cancelled,2025-06-03 02:44:00,2025-06-03,02:44:00,Tuesday
133,109,866,Pending,2025-10-03 13:34:00,2025-10-03,13:34:00,Friday
134,650,404,Pending,2025-03-18 00:37:00,2025-03-18,00:37:00,Tuesday
135,256,12,Cancelled,2025-06-03 19:49:00,2025-06-03,19:49:00,Tuesday
136,493,3,Pending,2025-03-16 22:58:00,2025-03-16,22:58:00,Sunday
137,46,548,Completed,2025-06-03 03:22:00,2025-06-03,03:22:00,Tuesday
138,648,392,Cancelled,2025-02-03 19:39:00,2025-02-03,19:39:00,Monday
139,668,831,Completed,2025-02-03 01:08:00,2025-02-03,01:08:00,Monday
140,548,168,Completed,2025-03-18 01:19:00,2025-03-18,01:19:00,Tuesday
141,149,985,Pending,2025-03-03 20:25:00,2025-03-03,20:25:00,Monday
142,782,128,Cancelled,2025-03-16 10:00:00,2025-03-16,10:00:00,Sunday
143,9,936,Completed,2025-05-03 11:36:00,2025-05-03,11:36:00,Saturday
144,457,390,Cancelled,2025-12-03 14:06:00,2025-12-03,14:06:00,Wednesday
145,114,695,Pending,2025-03-13 05:28:00,2025-03-13,05:28:00,Thursday
146,769,420,Completed,2025-08-03 01:42:00,2025-08-03,01:42:00,Sunday
147,795,462,Completed,2025-02-03 13:48:00,2025-02-03,13:48:00,Monday
148,174,612,Completed,2025-10-03 04:52:00,2025-10-03,04:52:00,Friday
149,909,763,Cancelled,2025-03-17 15:13:00,2025-03-17,15:13:00,Monday
150,991,107,Cancelled,2025-03-03 13:37:00,2025-03-03,13:37:00,Monday
151,359,419,Completed,2025-12-03 05:30:00,2025-12-03,05:30:00,Wednesday
152,797,988,Pending,2025-06-03 03:51:00,2025-06-03,03:51:00,Tuesday
153,582,58,Cancelled,2025-07-03 16:14:00,2025-07-03,16:14:00,Thursday
154,495,285,Pending,2025-03-20 12:04:00,2025-03-20,12:04:00,Thursday
155,413,272,Completed,2025-03-17 08:27:00,2025-03-17,08:27:00,Monday
156,870,666,Completed,2025-03-16 05:59:00,2025-03-16,05:59:00,Sunday
157,557,600,Completed,2025-03-16 14:13:00,2025-03-16,14:13:00,Sunday
158,297,331,Cancelled,2025-03-15 00:35:00,2025-03-15,00:35:00,Saturday
159,496,420,Completed,2025-12-03 15:27:00,2025-12-03,15:27:00,Wednesday
160,446,566,Completed,2025-03-19 19:48:00,2025-03-19,19:48:00,Wednesday
161,579,901,Pending,2025-03-14 22:58:00,2025-03-14,22:58:00,Friday
162,427,337,Completed,2025-03-15 10:31:00,2025-03-15,10:31:00,Saturday
163,67,302,Cancelled,2025-02-03 09:04:00,2025-02-03,09:04:00,Monday
164,918,35,Pending,2025-04-03 03:24:00,2025-04-03,03:24:00,Thursday
165,616,254,Pending,2025-11-03 04:53:00,2025-11-03,04:53:00,Monday
166,19,297,Completed,2025-03-03 23:05:00,2025-03-03,23:05:00,Monday
167,873,63,Completed,2025-03-20 01:38:00,2025-03-20,01:38:00,Thursday
168,609,440,Completed,2025-01-03 16:18:00,2025-01-03,16:18:00,Friday
169,188,353,Completed,2025-08-03 00:38:00,2025-08-03,00:38:00,Sunday
170,157,374,Pending,2025-05-03 19:34:00,2025-05-03,19:34:00,Saturday
171,290,134,Pending,2025-02-03 17:02:00,2025-02-03,17:02:00,Monday
172,226,140,Cancelled,2025-03-21 02:08:00,2025-03-21,02:08:00,Friday
173,504,390,Completed,2025-03-18 06:41:00,2025-03-18,06:41:00,Tuesday
174,277,947,Cancelled,2025-03-03 18:22:00,2025-03-03,18:22:00,Monday
175,813,745,Pending,2025-07-03 21:27:00,2025-07-03,21:27:00,Thursday
176,35,276,Cancelled,2025-12-03 01:34:00,2025-12-03,01:34:00,Wednesday
177,425,96,Cancelled,2025-04-03 20:52:00,2025-04-03,20:52:00,Thursday
178,437,262,Cancelled,2025-05-03 05:55:00,2025-05-03,05:55:00,Saturday
179,787,339,Completed,2025-09-03 09:23:00,2025-09-03,09:23:00,Wednesday
180,644,983,Pending,2025-05-03 01:27:00,2025-05-03,01:27:00,Saturday
181,465,996,Pending,2025-03-16 09:20:00,2025-03-16,09:20:00,Sunday
182,579,342,Pending,2025-03-19 01:41:00,2025-03-19,01:41:00,Wednesday
183,879,382,Cancelled,2025-03-13 12:37:00,2025-03-13,12:37:00,Thursday
184,80,50,Cancelled,2025-02-03 04:01:00,2025-02-03,04:01:00,Monday
185,486,585,Pending,2025-03-21 04:05:00,2025-03-21,04:05:00,Friday
186,153,475,Pending,2025-11-03 21:04:00,2025-11-03,21:04:00,Monday
187,381,344,Pending,2025-03-03 12:36:00,2025-03-03,12:36:00,Monday
188,896,648,Pending,2025-11-03 22:19:00,2025-11-03,22:19:00,Monday
189,152,45,Completed,2025-03-13 09:32:00,2025-03-13,09:32:00,Thursday
190,152,550,Pending,2025-03-20 09:21:00,2025-03-20,09:21:00,Thursday
191,206,448,Completed,2025-10-03 11:59:00,2025-10-03,11:59:00,Friday
192,335,246,Completed,2025-02-03 10:05:00,2025-02-03,10:05:00,Monday
193,670,601,Completed,2025-03-03 02:13:00,2025-03-03,02:13:00,Monday
194,771,726,Cancelled,2025-03-15 09:44:00,2025-03-15,09:44:00,Saturday
195,40,294,Completed,2025-03-15 20:49:00,2025-03-15,20:49:00,Saturday
196,111,416,Completed,2025-03-20 19:37:00,2025-03-20,19:37:00,Thursday
197,418,324,Cancelled,2025-03-03 21:41:00,2025-03-03,21:41:00,Monday
198,985,495,Completed,2025-04-03 01:17:00,2025-04-03,01:17:00,Thursday
199,913,439,Cancelled,2025-09-03 03:22:00,2025-09-03,03:22:00,Wednesday
200,97,350,Completed,2025-08-03 21:48:00,2025-08-03,21:48:00,Sunday
201,671,94,Completed,2025-03-17 19:09:00,2025-03-17,19:09:00,Monday
202,415,917,Cancelled,2025-03-18 08:50:00,2025-03-18,08:50:00,Tuesday
203,179,949,Completed,2025-03-16 13:08:00,2025-03-16,13:08:00,Sunday
204,824,571,Pending,2025-03-18 04:10:00,2025-03-18,04:10:00,Tuesday
205,915,531,Cancelled,2025-03-14 03:27:00,2025-03-14,03:27:00,Friday
206,94,747,Completed,2025-06-03 16:41:00,2025-06-03,16:41:00,Tuesday
207,937,398,Completed,2025-03-18 16:07:00,2025-03-18,16:07:00,Tuesday
208,166,874,Pending,2025-09-03 07:30:00,2025-09-03,07:30:00,Wednesday
209,893,594,Cancelled,2025-12-03 23:25:00,2025-12-03,23:25:00,Wednesday
210,813,388,Pending,2025-11-03 22:06:00,2025-11-03,22:06:00,Monday
211,406,787,Pending,2025-02-03 12:10:00,2025-02-03,12:10:00,Monday
212,603,382,Completed,2025-08-03 00:30:00,2025-08-03,00:30:00,Sunday
213,227,631,Cancelled,2025-09-03 09:19:00,2025-09-03,09:19:00,Wednesday
214,479,893,Pending,2025-07-03 08:09:00,2025-07-03,08:09:00,Thursday
215,33,762,Cancelled,2025-08-03 11:37:00,2025-08-03,11:37:00,Sunday
216,794,685,Pending,2025-03-17 23:16:00,2025-03-17,23:16:00,Monday
217,998,590,Completed,2025-06-03 08:04:00,2025-06-03,08:04:00,Tuesday
218,523,176,Pending,2025-06-03 20:46:00,2025-06-03,20:46:00,Tuesday
219,488,255,Pending,2025-03-03 08:55:00,2025-03-03,08:55:00,Monday
220,374,27,Cancelled,2025-02-03 23:05:00,2025-02-03,23:05:00,Monday
221,837,745,Cancelled,2025-01-03 23:38:00,2025-01-03,23:38:00,Friday
222,550,747,Pending,2025-03-14 23:06:00,2025-03-14,23:06:00,Friday
223,486,407,Cancelled,2025-08-03 19:20:00,2025-08-03,19:20:00,Sunday
224,924,893,Cancelled,2025-01-03 16:48:00,2025-01-03,16:48:00,Friday
225,217,850,Cancelled,2025-03-20 20:00:00,2025-03-20,20:00:00,Thursday
226,981,221,Completed,2025-10-03 14:59:00,2025-10-03,14:59:00,Friday
227,925,480,Completed,2025-06-03 05:40:00,2025-06-03,05:40:00,Tuesday
228,325,607,Pending,2025-10-03 10:07:00,2025-10-03,10:07:00,Friday
229,69,407,Completed,2025-03-19 23:40:00,2025-03-19,23:40:00,Wednesday
230,915,686,Pending,2025-03-20 04:11:00,2025-03-20,04:11:00,Thursday
231,208,281,Pending,2025-03-15 22:39:00,2025-03-15,22:39:00,Saturday
232,250,856,Cancelled,2025-03-17 04:43:00,2025-03-17,04:43:00,Monday
233,922,858,Pending,2025-03-19 18:07:00,2025-03-19,18:07:00,Wednesday
234,312,838,Pending,2025-03-17 06:35:00,2025-03-17,06:35:00,Monday
235,135,529,Cancelled,2025-10-03 15:40:00,2025-10-03,15:40:00,Friday
236,327,301,Completed,2025-03-13 19:29:00,2025-03-13,19:29:00,Thursday
237,507,112,Cancelled,2025-12-03 00:27:00,2025-12-03,00:27:00,Wednesday
238,572,728,Cancelled,2025-03-20 15:24:00,2025-03-20,15:24:00,Thursday
239,589,4,Pending,2025-01-03 21:11:00,2025-01-03,21:11:00,Friday
240,183,970,Completed,2025-03-14 12:59:00,2025-03-14,12:59:00,Friday
241,558,103,Completed,2025-12-03 02:23:00,2025-12-03,02:23:00,Wednesday
242,380,154,Cancelled,2025-06-03 13:16:00,2025-06-03,13:16:00,Tuesday
243,69,98,Cancelled,2025-03-13 02:42:00,2025-03-13,02:42:00,Thursday
244,163,250,Cancelled,2025-11-03 02:32:00,2025-11-03,02:32:00,Monday
245,725,701,Pending,2025-03-18 16:16:00,2025-03-18,16:16:00,Tuesday
246,615,489,Completed,2025-10-03 05:50:00,2025-10-03,05:50:00,Friday
247,861,138,Completed,2025-12-03 07:34:00,2025-12-03,07:34:00,Wednesday
248,458,321,Pending,2025-09-03 03:12:00,2025-09-03,03:12:00,Wednesday
249,810,541,Completed,2025-03-16 09:29:00,2025-03-16,09:29:00,Sunday
250,475,201,Cancelled,2025-03-19 21:41:00,2025-03-19,21:41:00,Wednesday
251,832,926,Cancelled,2025-01-03 15:16:00,2025-01-03,15:16:00,Friday
252,544,242,Completed,2025-03-20 03:22:00,2025-03-20,03:22:00,Thursday
253,323,863,Cancelled,2025-10-03 10:56:00,2025-10-03,10:56:00,Friday
254,940,1,Completed,2025-04-03 03:59:00,2025-04-03,03:59:00,Thursday
255,256,438,Pending,2025-03-18 17:31:00,2025-03-18,17:31:00,Tuesday
256,822,47,Completed,2025-03-19 08:03:00,2025-03-19,08:03:00,Wednesday
257,191,555,Completed,2025-04-03 02:28:00,2025-04-03,02:28:00,Thursday
258,520,939,Cancelled,2025-03-03 06:16:00,2025-03-03,06:16:00,Monday
259,467,517,Pending,2025-07-03 13:30:00,2025-07-03,13:30:00,Thursday
260,137,173,Pending,2025-05-03 15:11:00,2025-05-03,15:11:00,Saturday
261,602,735,Pending,2025-03-13 13:58:00,2025-03-13,13:58:00,Thursday
262,188,706,Completed,2025-03-16 00:40:00,2025-03-16,00:40:00,Sunday
263,22,800,Completed,2025-03-16 09:37:00,2025-03-16,09:37:00,Sunday
264,496,59,Cancelled,2025-03-03 13:21:00,2025-03-03,13:21:00,Monday
265,92,103,Cancelled,2025-03-15 07:39:00,2025-03-15,07:39:00,Saturday
266,367,376,Completed,2025-02-03 07:07:00,2025-02-03,07:07:00,Monday
267,518,382,Cancelled,2025-11-03 01:30:00,2025-11-03,01:30:00,Monday
268,738,317,Pending,2025-03-16 11:58:00,2025-03-16,11:58:00,Sunday
269,73,880,Completed,2025-03-13 14:01:00,2025-03-13,14:01:00,Thursday
270,568,477,Completed,2025-03-17 09:23:00,2025-03-17,09:23:00,Monday
271,160,442,Cancelled,2025-06-03 12:00:00,2025-06-03,12:00:00,Tuesday
272,417,906,Cancelled,2025-03-18 04:45:00,2025-03-18,04:45:00,Tuesday
273,870,172,Pending,2025-03-19 00:34:00,2025-03-19,00:34:00,Wednesday
274,304,481,Pending,2025-03-15 22:55:00,2025-03-15,22:55:00,Saturday
275,906,849,Completed,2025-02-03 11:36:00,2025-02-03,11:36:00,Monday
276,786,538,Completed,2025-03-16 11:54:00,2025-03-16,11:54:00,Sunday
277,766,109,Completed,2025-09-03 12:24:00,2025-09-03,12:24:00,Wednesday
278,258,360,Pending,2025-03-14 03:18:00,2025-03-14,03:18:00,Friday
279,531,808,Pending,2025-03-13 17:05:00,2025-03-13,17:05:00,Thursday
280,150,282,Cancelled,2025-01-03 12:21:00,2025-01-03,12:21:00,Friday
281,483,718,Cancelled,2025-12-03 17:17:00,2025-12-03,17:17:00,Wednesday
282,161,298,Cancelled,2025-03-14 07:06:00,2025-03-14,07:06:00,Friday
283,97,102,Pending,2025-07-03 08:11:00,2025-07-03,08:11:00,Thursday
284,554,702,Pending,2025-03-19 08:45:00,2025-03-19,08:45:00,Wednesday
285,387,213,Completed,2025-03-18 14:32:00,2025-03-18,14:32:00,Tuesday
286,335,602,Pending,2025-03-18 20:45:00,2025-03-18,20:45:00,Tuesday
287,952,42,Cancelled,2025-03-18 02:15:00,2025-03-18,02:15:00,Tuesday
288,63,964,Completed,2025-03-19 02:29:00,2025-03-19,02:29:00,Wednesday
289,573,86,Pending,2025-03-17 02:03:00,2025-03-17,02:03:00,Monday
290,664,500,Cancelled,2025-08-03 12:13:00,2025-08-03,12:13:00,Sunday
291,886,375,Completed,2025-06-03 07:49:00,2025-06-03,07:49:00,Tuesday
292,190,413,Completed,2025-03-13 20:27:00,2025-03-13,20:27:00,Thursday
293,721,837,Completed,2025-09-03 13:31:00,2025-09-03,13:31:00,Wednesday
294,662,118,Pending,2025-03-18 06:45:00,2025-03-18,06:45:00,Tuesday
295,25,493,Pending,2025-03-13 18:39:00,2025-03-13,18:39:00,Thursday
296,940,158,Cancelled,2025-07-03 18:01:00,2025-07-03,18:01:00,Thursday
297,494,454,Completed,2025-03-14 17:04:00,2025-03-14,17:04:00,Friday
298,96,595,Cancelled,2025-03-19 06:08:00,2025-03-19,06:08:00,Wednesday
299,911,319,Pending,2025-01-03 03:03:00,2025-01-03,03:03:00,Friday
300,81,645,Pending,2025-03-14 16:21:00,2025-03-14,16:21:00,Friday
301,489,287,Cancelled,2025-02-03 07:53:00,2025-02-03,07:53:00,Monday
302,633,774,Pending,2025-03-03 18:50:00,2025-03-03,18:50:00,Monday
303,358,66,Cancelled,2025-03-03 12:42:00,2025-03-03,12:42:00,Monday
304,763,883,Pending,2025-12-03 00:49:00,2025-12-03,00:49:00,Wednesday
305,464,759,Pending,2025-03-17 18:55:00,2025-03-17,18:55:00,Monday
306,651,703,Pending,2025-05-03 00:09:00,2025-05-03,00:09:00,Saturday
307,610,34,Pending,2025-03-13 21:15:00,2025-03-13,21:15:00,Thursday
308,227,6,Completed,2025-03-17 18:23:00,2025-03-17,18:23:00,Monday
309,6,514,Cancelled,2025-03-14 02:19:00,2025-03-14,02:19:00,Friday
310,107,997,Cancelled,2025-08-03 21:25:00,2025-08-03,21:25:00,Sunday
311,294,187,Cancelled,2025-06-03 21:22:00,2025-06-03,21:22:00,Tuesday
312,904,199,Completed,2025-08-03 12:44:00,2025-08-03,12:44:00,Sunday
313,143,880,Cancelled,2025-06-03 10:07:00,2025-06-03,10:07:00,Tuesday
314,657,488,Cancelled,2025-03-19 12:18:00,2025-03-19,12:18:00,Wednesday
315,254,854,Completed,2025-05-03 22:09:00,2025-05-03,22:09:00,Saturday
316,896,417,Completed,2025-10-03 22:44:00,2025-10-03,22:44:00,Friday
317,747,660,Pending,2025-11-03 05:40:00,2025-11-03,05:40:00,Monday
318,861,735,Completed,2025-04-03 20:11:00,2025-04-03,20:11:00,Thursday
319,888,345,Pending,2025-05-03 05:34:00,2025-05-03,05:34:00,Saturday
320,241,815,Completed,2025-12-03 01:29:00,2025-12-03,01:29:00,Wednesday
321,116,267,Completed,2025-12-03 18:14:00,2025-12-03,18:14:00,Wednesday
322,256,824,Cancelled,2025-05-03 05:22:00,2025-05-03,05:22:00,Saturday
323,670,104,Completed,2025-03-15 13:58:00,2025-03-15,13:58:00,Saturday
324,777,503,Completed,2025-03-03 22:57:00,2025-03-03,22:57:00,Monday
325,49,586,Completed,2025-11-03 14:05:00,2025-11-03,14:05:00,Monday
326,690,649,Pending,2025-03-14 14:41:00,2025-03-14,14:41:00,Friday
327,853,983,Completed,2025-03-17 16:49:00,2025-03-17,16:49:00,Monday
328,577,183,Completed,2025-06-03 15:44:00,2025-06-03,15:44:00,Tuesday
329,419,323,Pending,2025-03-14 03:09:00,2025-03-14,03:09:00,Friday
330,275,354,Completed,2025-01-03 06:24:00,2025-01-03,06:24:00,Friday
331,585,262,Cancelled,2025-03-18 18:37:00,2025-03-18,18:37:00,Tuesday
332,460,32,Completed,2025-03-03 02:40:00,2025-03-03,02:40:00,Monday
333,332,368,Completed,2025-03-13 08:50:00,2025-03-13,08:50:00,Thursday
334,447,811,Cancelled,2025-03-18 17:27:00,2025-03-18,17:27:00,Tuesday
335,453,643,Cancelled,2025-11-03 19:10:00,2025-11-03,19:10:00,Monday
